791,Turismo,,784,1442,1443,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-turismo
792,Viabilità e trasporti,,784,1444,1445,2,5,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-servizi-pubblici-viabilita-e-trasporti
800,Utili delle aziende partecipate,,783,1461,1462,2,4,consuntivo-entrate-riscossioni-in-conto-residui-entrate-extratributarie-utili-delle-aziende-partecipate
812,Entrate per conto terzi,,768,1476,1477,2,3,consuntivo-entrate-riscossioni-in-conto-residui-entrate-per-conto-terzi
769,Imposte e tasse,,768,1400,1419,2,3,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse
770,Imposte,,769,1401,1408,2,4,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-imposte
772,Addizionale IRPEF,,770,1404,1405,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-imposte-addizionale-irpef
771,Casa e fabbricati,,770,1402,1403,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-imposte-casa-e-fabbricati
773,Imposte (altro),,770,1406,1407,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-imposte-imposte-altro
774,Tasse,,769,1409,1416,2,4,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-tasse
777,Altre Tasse,,774,1414,1415,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-tasse-altre-tasse
776,Occupazione suolo pubblico,,774,1412,1413,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-tasse-occupazione-suolo-pubblico
775,Rifiuti,,774,1410,1411,2,5,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-tasse-rifiuti
778,Altri tributi,,769,1417,1418,2,4,consuntivo-entrate-riscossioni-in-conto-residui-imposte-e-tasse-tributi-speciali
811,Prestiti,,768,1466,1475,2,3,consuntivo-entrate-riscossioni-in-conto-residui-prestiti
1531,Anticipazioni di cassa,,811,1467,1468,2,4,consuntivo-entrate-riscossioni-in-conto-residui-prestiti-anticipazioni-di-cassa
1533,Assunzioni di mutui e prestiti,,811,1469,1470,2,4,consuntivo-entrate-riscossioni-in-conto-residui-prestiti-assunzioni-di-mutui-e-prestiti
1534,Emissioni di prestiti obbligazionari,,811,1471,1472,2,4,consuntivo-entrate-riscossioni-in-conto-residui-prestiti-emissioni-di-prestiti-obbligazionari
